GiftRegistryFlag,LoyaltyMember,NPSSegments,nps,ShipDays,TransitDays,DaysToArrive,Backorder,NumOfPackages,DeliverySelection,DeliveryFee,units,retail,APPAREL,BEAUTY,HANDBAGS AND ACCESSORIES,home,JEWELRY,shoes,Carrier,OnTime,LateReason,Accurate,InaccurateReason,GoodCondition,BadConditionReason,EmailClear,PricesClear,PromotionsValid,RewardsGood,ValueItemGood,ReturnEasy,DeliveryFast,AgentAvailable,AgentEffective,ContactedCsAgent,NumCSContacts,LevelOfEffort,PromotersMostImportant,NotRecommendReason,TellFriends,AdditionalFeedback,DidNotFind
No,Yes,Promoter,9,1,2,3,N,1,Standard,0,1,25,,Y,,,,,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,0,0,8,4,8,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,Easy to order arrived promptly.,NULL,Sneakers not available isize ok
No,Yes,Passive,8,2,2,4,N,1,Standard,0,6,93.93,Y,,,,,,UPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,7,0,99,8,9,99,NULL,NULL,No,NULL,NULL,NULL,Price & Value,"Good selection of high quality clothing with special pricing. I thought I was going to get an additional discount with a promo code, but was not granted that. That was disappointing. Form also asks for expiration date on card, and my card has no expiration date.",NULL,Towels were sold out in color
No,Yes,Promoter,9,0,2,2,N,2,Standard,0,3,50.97,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,5,9,5,9,9,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,4,Standard,0,5,110.95,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,10,10,Yes by phone,1 time,Very low effort,Product Selection & Availability,NULL,NULL,Customer service representative was really efficient.,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,49.98,Y,,,,,,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,1,4,5,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Fast delivery and I was able to get just what I wanted and the shipping was free.,NULL,NULL
No,Yes,Passive,7,0,2,2,N,2,Standard,0,2,55.98,,,,Y,,,UPS,When expected,NULL,Cannot Answer,NULL,Cannot Answer,NULL,No,9,8,7,8,8,8,NULL,NULL,No,NULL,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL
No,Yes,Detractor,0,0,2,2,N,3,Standard,0,5,237.53,Y,,Y,,,,UPS,Cannot Answer,NULL,No,Item was cancelled,Cannot Answer,NULL,No,0,0,0,2,2,0,0,0,Yes by phone,Issue still unresolved,Very high effort,NULL,Customer Support,Please contact me 4438089999. Spent 7 hours on the phone in 2 days. Horrible experience for a long time Company's customer,Please contact me 4438089999 Lauren Shanor,MK items out of stock af
No,Yes,Promoter,9,1,2,3,N,1,Standard,0,1,49.99,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,8,10,8,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,Easy to use. Super fast delivery.,Keep my coupons coming.,NULL
No,Yes,Promoter,10,1,2,3,N,2,Standard,0,3,192.48,,,,,Y,,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,6,6,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,I love shopping at Company's. They have good deals.,I just love shopping at Company's. The brands that they carried are awesome.,NULL
No,Yes,Passive,8,0,2,2,N,1,Standard,0,1,17.99,Y,,,,,,UPS,Later than expected,Longer than expected for multiple shipments,Yes,NULL,Yes,NULL,Yes,10,99,99,10,99,5,NULL,NULL,No,NULL,NULL,NULL,Website Shopping Experience,NULL,"Re: reviewing items: Cannot comment on quality, fit etc for each item as they are all Christmas gifts for someone else.",NULL
No,No,Detractor,3,1,2,3,N,1,Standard,0,1,193.99,,,,,,,USPS,When expected,NULL,Yes,NULL,No,Not working properly / manufacturer's defect,Yes,4,3,3,4,8,4,4,4,Yes by phone,2 or more times,Moderate effort,NULL,Customer Support,NULL,NULL,size
No,No,Promoter,9,2,2,4,N,1,Standard,0,2,36.98,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,9,8,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"Easy to find things, big selection, and great deals",NULL,NULL
No,No,Promoter,10,1,2,3,N,1,Standard,0,1,237,Y,,,,,,UPS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL,NULL
No,No,Promoter,10,1,2,3,N,2,Standard,0,2,50.98,Y,,,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,2,70.98,,,Y,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,7,99,10,10,10,NULL,10,Yes by email,1 time,Moderate effort,Price & Value,NULL,I love their products and prices. Great return policy and they send you shipping updates!,NULL,NULL
No,No,Detractor,6,1,2,3,N,2,Standard,0,2,31.3,,,,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,4,5,7,6,6,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,Items came in good condition,NULL,NULL
No,Yes,Promoter,9,1,2,3,N,3,Standard,0,4,104.94,Y,,,,,Y,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,8,9,9,9,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,27.99,Y,,,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,5,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,Coupons does not apply on some items I like?,NULL
No,No,Detractor,1,1,2,3,N,1,Express (1 Day),0,1,31.99,,,,,,Y,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,3,3,3,8,4,7,1,0,Yes by phone,2 or more times,Very high effort,NULL,Customer Support,NULL,NULL,NULL
No,Yes,Passive,7,1,2,3,N,3,Standard,0,3,27.18,Y,,,Y,,,UPS,Later than expected,None of the above,Yes,NULL,Yes,NULL,Yes,9,7,2,9,10,6,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,"Company's has good selection, and good sales/prices.    The shipping time takes too long.",Fedex Smartpost is too slow.,NULL
No,No,Promoter,9,1,2,3,N,1,Premium (2 Day),0,1,29.98,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,99,99,99,99,9,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,"I knew what I wanted, so it was easy to find and order in the right size and color.  Delivery notifications were prompt and accurate.  Altogether satisfied.",NULL,NULL
No,Yes,Promoter,10,1,2,3,N,3,Standard,0,5,68.2,Y,,,Y,,,Sure Post,Later than expected,Items on backorder,Yes,NULL,Yes,NULL,Yes,10,8,10,8,10,7,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL,NULL
No,Yes,Passive,8,1,2,3,N,2,Standard,0,2,96,Y,,,,,,Sure Post,Later than expected,Longer than expected for multiple shipments,Yes,NULL,Yes,NULL,Yes,9,6,9,8,9,6,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL
No,No,Promoter,10,1,2,3,N,1,Standard,0,5,45.95,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,0,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,Carter size 6 months outfit
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,3,46.98,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,0,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Great sales -- ease of navigating website.. Love having coupons -- but find it confusing when coupons don't work as imagined or defined,Sorry -- no pack slip on vacation,NULL
No,Yes,Detractor,6,1,2,3,N,1,Standard,0,1,84.99,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,7,7,1,7,99,8,5,5,Yes by phone,1 time,Moderate effort,NULL,Customer Support,I had trouble ordering on line.  Had to call for help,Don't like plenti. Rewards option Prefer other incentive,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,35.99,Y,,,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,10,10,10,10,NULL,10,Yes by email,1 time,Moderate effort,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Passive,7,1,2,3,N,1,Standard,0,5,79.95,,,,Y,,,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,5,8,8,9,9,NULL,NULL,No,NULL,NULL,NULL,Customer Support,It was easy to navigate and make purchases,"Overall it was a good experience for this order.  However, I was a little disappointed in the quality/workmanship of one of the items.",NULL
No,No,Passive,8,0,2,2,N,1,Standard,0,1,29.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Cannot Answer,NULL,Yes,7,2,2,7,99,6,NULL,NULL,No,NULL,NULL,NULL,Price & Value,Easy to use they do what they say they will,I feel the Company's should deal with discounts not amount spent for free delivery. the reason I shop online is that I Don't want to go to the store.  you guys change pricing on shipping in every other email it seems. This causes me to wait for a better deal,NULL
No,Yes,Passive,8,1,2,3,N,1,Standard,0,6,69.24,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,10,99,10,NULL,NULL,No,NULL,NULL,NULL,Website Shopping Experience,Quick and easy,"The experience on this order were great. However I tried to get something on cyber monday and could not order on line and I was on the phone on hold for 42 min. before I hung up, did not get anybody on the line.",NULL
No,Yes,Promoter,9,0,2,2,N,1,Standard,0,1,19.99,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,10,99,9,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,It was easy and fast,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,89.99,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,9,10,10,99,10,NULL,NULL,No,NULL,NULL,Customer Support,NULL,Friendly service every time I shop !,NULL,NULL
No,Yes,Promoter,9,1,2,3,N,2,Standard,0,6,123.94,Y,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,10,10,Yes by phone,1 time,Very low effort,Website Shopping Experience,NULL,Si me gusto,Muy profecional el servio de Company's muchas gracias.,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,2,48.99,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,5,5,6,10,8,8,Yes by phone,1 time,Very low effort,Product Delivery,NULL,Easy and quick,NULL,NULL
No,Yes,Promoter,9,2,2,4,N,1,Standard,0,1,55.04,,,,,,Y,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,10,9,10,9,9,10,10,Yes by phone,1 time,Moderate effort,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,9,0,2,2,N,1,Standard,0,1,112.5,,,,,Y,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,1,4,5,7,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,I usually find what I'm looking for and it's of good quality.,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,134.99,,,Y,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,9,9,10,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,Dockers Active Wear
No,Yes,Promoter,9,0,2,2,N,1,Standard,0,2,85.98,Y,,,,,,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,9,0,2,2,N,1,Standard,0,3,69.22,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,8,9,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,The deals and variety of the clothes for plus size woman,More stylish tops for plus size woman,More tops that are upto date
No,Yes,Promoter,9,1,2,3,N,1,Standard,0,2,25.09,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,5,8,6,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,pc search still slow,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,4,Standard,0,4,258.77,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,7,8,9,10,10,NULL,10,Yes by email,1 time,Very low effort,Product Selection & Availability,NULL,Great website.,NULL,NULL
No,No,Promoter,10,0,2,2,N,1,Standard,0,1,49.99,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,99,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,very user friendly,NULL,NULL
No,No,Detractor,0,1,2,3,N,2,Standard,0,2,104.98,,,,Y,,,UPS,Cannot Answer,NULL,No,None of the above,No,Item damaged due to improper packing,Cannot Answer,3,0,0,0,0,3,0,0,Yes by phone,2 or more times,Very high effort,NULL,Product Delivery,"Item was wrapped horribly, no protection, came damaged, had to call four times to get it re-shipped and still do not have.  Meanwhile, item is now 15.00 cheaper than it was when ordered and they refuse to refund difference.  Will never shop at Company's again, a complete waste of time and money!  1158247769 is Order for T-Fal 5 qt pan.","Already gave details Order 1158247769, T Fal fry pan was broken due to horrid packaging.",NULL
No,Yes,Detractor,6,1,2,3,N,2,Standard,0,2,38.96,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,99,8,8,9,99,2,Yes by phone,2 or more times,Very high effort,NULL,Customer Support,"I placed an order overseas and it was blocked.  Call customer service, 1st time waited for 10 min and was advised the system was down.  Call from overseas second time and was told that I will not be able to have free expedite shipping due even the products I need was late",NULL,NULL
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,2,29.58,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,10,10,Yes by phone,2 or more times,Very high effort,Product Selection & Availability,NULL,"My experience was great I got the wrong size call customer service they send me a smaller size and return the bigger size in the store thanks to the lady in customer service explain  how I could do it, she was very helpful","The first time I call the person was not very helpful, call drop call again snd she was great explain everything solve my problem",NULL
No,Yes,Detractor,0,1,2,3,N,1,Standard,0,1,24.99,,,,,,Y,Smart Post,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,No,10,6,10,10,99,0,0,0,Yes by phone,1 time,Very high effort,NULL,Product Delivery,Worst experience ever,Customers service would not give me a manager and keep transferring me to different reps. I was annoyed that I stayed on the phone for 1 1/2 hour and the problem is still not solve. Worst experience ever.,NULL
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,1,139,Y,,,,,,FedEx,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,I tell everyone that it's so easy and more selections online easy to return and exchange I love it thank you,So easy to use online,NULL
No,Yes,Promoter,10,1,2,3,N,1,Premium (2 Day),0,1,79.99,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,10,10,99,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"Always fast delivery, great product selection (size, color and assortment)",NULL,NULL
No,No,Promoter,10,1,2,3,N,1,Standard,0,2,119.98,Y,,,,,Y,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,7,8,99,8,99,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,192.99,,,Y,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,1,10,5,7,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,2,2,N,3,Standard,0,14,79.87,Y,,,Y,,,UPS,Earlier than expected,NULL,No,Received item did not match invoice,Yes,NULL,Yes,10,10,8,10,10,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Passive,7,1,2,3,N,1,Standard,0,2,32.98,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,10,99,8,8,8,NULL,NULL,No,NULL,NULL,NULL,Website Shopping Experience,"Everything is available (sizes, colors, etc.), so if you don't need to try it on, this is definitely the way to go.",NULL,NULL
No,Yes,Passive,8,1,2,3,N,1,Standard,0,1,39.99,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,0,5,5,10,10,NULL,NULL,No,NULL,NULL,NULL,Customer Support,"Always love Company's products/gifts & services.  Customer service and personnel are also good for the most part.  However, the last gift I purchased for my son was Burberry cologne.  It came with a 15 piece sampler.  The problem was the sampler was all womens products.  I was embarrased that my son couldn't use any of the gift products.  When I called customer service to see if it could be swapped for mens products I was told it could not and there was nothing that could be done for me.  Disappointed in customer service which could have clearly done something.",NULL,NULL
No,Yes,Promoter,9,1,2,3,N,1,Standard,0,1,155.99,,,Y,,,,Sure Post,When expected,NULL,Yes,NULL,No,Manufacturer box / packing inside damaged,Yes,8,5,99,8,8,8,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,"The box was mangled. I am giving as a gift and no chance to replace it at this point,",NULL
No,Yes,Detractor,5,2,2,4,N,1,Standard,0,1,39.75,,,,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,0,8,10,10,6,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,Site is slow and filters don't always give you your selection or order of items.  Easy to use when it works,NULL,Not in my size
No,Yes,Passive,8,1,2,3,N,2,Standard,0,2,104.98,Y,,,,,,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,9,5,7,8,9,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,Easy shopping on-line,NULL,NULL
No,No,Promoter,9,1,2,3,N,1,Standard,0,1,29.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,7,8,9,99,8,10,10,Yes by phone,1 time,Moderate effort,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,9,0,2,2,N,2,Standard,0,4,55.73,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,5,6,9,9,7,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,The ups delivers better than ups/post. Some of my orders delivered in 3 days by ups but it took more than a week by ups/post. I can not use my birthday free shipping if a promo is used.,NULL
No,No,Promoter,10,0,2,2,N,2,Standard,0,4,65.96,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,8,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,No,Promoter,10,0,2,2,N,2,Standard,0,2,137.2,,,,,Y,,USPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,0,0,8,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,That the web site is easy to use for shopping online. The selection of jewelry (I was looking for earrings) was large and beautiful. I spent more than I usually would for a pair of earring but I just HAD to have them. I'm not usually an impulsive shopper.,I have never spent this much on a pair of earrings (>$100) but I just HAD to have them.,NULL
No,Yes,Promoter,9,1,2,3,N,1,Premium (2 Day),0,1,59.99,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,5,9,9,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Easy to use online shopping.  Good discounts.,NULL,NULL
No,No,Promoter,10,0,2,2,N,2,Standard,0,10,91.58,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,5,5,8,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,User friendly.  Received items quickly.,NULL,NULL
No,Yes,Passive,8,1,2,3,N,1,Standard,0,2,31.98,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,8,7,10,9,NULL,NULL,No,NULL,NULL,NULL,Price & Value,friendly,"Reward cards aren't a good thing because they have so many exclusions.  The cards don't really apply to most of the things you would buy.  On the birthday reward, you shouldn't have to spend money go get the $10.00 off along with using your Companys card.  So you really aren't getting anything and you get so many of these rewards cards.  Companys is still one of my favorite stores.",amanda smith
No,No,Passive,8,0,2,2,N,2,Standard,0,2,169.99,,,,Y,,,UPS,When expected,NULL,No,None of the above,Yes,NULL,Yes,10,8,7,7,9,7,10,10,Yes by phone,1 time,Very low effort,NULL,Product Delivery,Very professional,NULL,NULL
No,No,Promoter,9,1,2,3,N,2,Standard,0,4,133.96,Y,,,,,Y,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,8,8,99,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,This is very nice,"You are a very good company, blessings for all",NULL
No,No,Promoter,10,1,2,3,N,1,Standard,0,1,40,Y,,,,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"I saw a jacket I liked in a retail store but you only had one size.It was simple to find out where it was available and what sizes wereat each store.I could not find it in the stores by my home so the website allowed me to purchase 2 sizes to see what fit best,with free shipping to my door.",NULL,NULL
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,3,140,Y,Y,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Detractor,4,0,2,2,N,1,Standard,0,2,48.99,Y,,,,,,UPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Yes,7,7,99,7,6,0,9,3,Yes by phone,1 time,High effort,NULL,Product Delivery,It was very frustrating to order and item and then after paying for it receiving an email that it was not longer available. Especially as I had bought matching items to go with it.,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,29.99,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,No,Promoter,10,0,2,2,N,1,Standard,0,2,249.98,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,4,2,6,N,2,Standard,0,1,239.2,Y,,,,,,Sure Post,When expected,NULL,Yes,NULL,No,"Item was wrinkled, used or worn looking",Yes,10,10,5,8,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,35.99,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,29.99,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,99,10,Yes by phone,1 time,Very low effort,Website Shopping Experience,NULL,NULL,I always with you great customer service when shopping at Company's I have no complaints,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,4,83.96,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,10,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Very good deals and easy-to-use site.  No complaints.,NULL,NULL
No,Yes,Promoter,9,1,2,3,N,1,Standard,0,9,88.91,Y,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,5,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"If you know what you're looking for, it's great. If you're just browsing, there are a lot of options, so be prepared to narrow it down. Also, website doesn't work properly using Google Chrome. I have to use Internet Explorer.",NULL,NULL
No,Yes,Detractor,4,1,2,3,N,1,Standard,0,1,19.19,Y,,,,,,UPS,Later than expected,Longer than expected for multiple shipments,Yes,NULL,Yes,NULL,Yes,9,5,7,8,10,5,10,10,Yes by phone,1 time,Low effort,NULL,Product Selection & Availability,"I purchased a suit online and after a week I got an email saying it is out of stock, why was it available for sale to begin with",I like you guys but I think your stock status should be more accurate,NULL
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,7,190.92,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,10,10,8,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"great selection and prices, fast shipping. only problem is with returns. they've sent me gift cards for my returns numerous times when i had requested they credit my original form of payment","sometimes getting the multiple shipments for one order is annoying. also with returns, even though i ask for credit to my original payment, i keep getting gift cards! it's making me a bit nuts.",NULL
No,Yes,Detractor,0,0,2,2,N,2,Standard,0,3,64.97,Y,,,Y,,,UPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,5,0,0,5,7,0,0,0,Yes by phone,Issue still unresolved,Very high effort,NULL,Customer Support,"Beware - completely impossible to get an issue resolved.  Customer service reps lack understanding an problem solving skills, and they have been inaccurate 100% of the time.  Go to Amazon.","Outsourcing customer service is a huge mistake.  I have been told for weeks to wait a few more days, I have been told that items were reshipped or out of stock and I am still waiting for an order from 11/14.  In addition, your cheap shipping methods leave no option for me to resolve the issue myself.  Honestly, your customer service would be better served by a kindergarten class and a litter of kittens.  At least they are charming.","Well I did, but have not received 6 shipments thus far."
No,Yes,Passive,8,1,2,3,N,3,Standard,0,12,253.21,Y,,,,,Y,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,0,8,7,8,9,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,NULL,NULL,Sweaters for toddlers
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,2,39.98,Y,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Very easy to shop online and the sales are great,NULL,NULL
No,Yes,Promoter,10,3,2,5,N,1,Standard,0,2,214.98,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,10,10,Yes by chat,1 time,Low effort,Price & Value,NULL,It's fast and easy.  I especially like that Company's keeps track of my coupons and I can use them on line.,NULL,NULL
No,Yes,Promoter,9,1,2,3,N,4,Standard,0,14,544.2,Y,Y,,,,Y,UPS,Earlier than expected,NULL,Yes,NULL,No,Item damaged due to improper packing,Yes,10,9,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"I did not like the fact that after I applied for a Company's card at the end of my order and was approved for it, I was not able to charge my order to my Company's card. I made two phone calls and did the live chat. They were not able to locate my Company's charge card info and I had to pay with my debit card. They did however give me the 20% off even though I was not able to use my Company's charge card.",One of the blouses I received has sticky stuff on it from the plastic bag that it was packed in. They did not close it properly and the sticky stuff was stuck to the blouse.,The leopard pencil skirt was out of stock.
